ayet_numarasi,ayet
Yu.5: 44,"Birbirinizden övgüler kabul ediyor, ama tek olan Tanrı'nın övgüsünü kazanmaya çalışmıyorsunuz. Bu durumda nasıl iman edebilirsiniz?"
Yu.5: 45,"Baba'nın önünde sizi suçlayacağımı sanmayın. Sizi suçlayan, umut bağladığınız Musa'dır."
Yu.5: 46,"Musa'ya iman etmiş olsaydınız, bana da iman ederdiniz. Çünkü o benim hakkımda yazmıştır."
Yu.5: 47,"Ama onun yazılarına iman etmezseniz, benim sözlerime nasıl iman edeceksiniz?"" BÖLÜM 6 İsa Beş Bin Kişiyi Doyuruyor ("
Yu.6: 1,"Bundan sonra İsa, Celile Taberiye Gölü'nün karşı yakasına geçti."
Yu.6: 2,Ardından büyük bir kalabalık gidiyordu. Çünkü hastalar üzerinde yaptığı mucizeleri görmüşlerdi.
Yu.6: 3,İsa dağa çıkıp orada öğrencileriyle birlikte oturdu.
Yu.6: 4,Yahudiler'in Fısıh Bayramı yakındı.
Yu.6: 5,"İsa başını kaldırıp büyük bir kalabalığın kendisine doğru geldiğini görünce Filipus'a, ""Bunları doyurmak için nereden ekmek alalım?"" diye sordu."
Yu.6: 6,"Bu sözü onu denemek için söyledi, aslında kendisi ne yapacağını biliyordu."
Yu.6: 7,"Filipus O'na şu yanıtı verdi: ""Her birinin bir lokma yiyebilmesi için iki yüz dinarlık ekmek bile yetmez."""
Yu.6: 89,"Öğrencilerinden biri, Simun Petrus'un kardeşi Andreas, İsa'ya dedi ki, ""Burada beş arpa ekmeğiyle iki balığı olan bir çocuk var. Ama bu kadar adam için bunlar nedir ki?"""
Yu.6: 10,"İsa, ""Halkı yere oturtun"" dedi. Orası çayırlıktı. Böylece halk yere oturdu. Yaklaşık beş bin erkek vardı."
Yu.6: 11,"İsa ekmekleri aldı, şükrettikten sonra oturanlara dağıttı. Balıklardan da istedikleri kadar verdi."
Yu.6: 12,"Herkes doyunca İsa öğrencilerine, ""Artakalan parçaları toplayın, hiçbir şey ziyan olmasın"" dedi."
Yu.6: 13,Onlar da topladılar. Yedikleri beş arpa ekmeğinden artakalan parçalarla on iki sepet doldurdular.
Yu.6: 14,"Halk, İsa'nın yaptığı mucizeyi görünce, ""Gerçekten dünyaya gelecek olan peygamber budur"" dedi."
Yu.6: 15,İsa onların gelip kendisini kral yapmak üzere zorla götüreceklerini bildiğinden tek başına yine dağa çekildi.  İsa Su Üstünde Yürüyor (
Yu.6: 16,Akşam olunca öğrencileri göle indiler.
Yu.6: 17,"Bir tekneye binerek gölün karşı yakasındaki Kefarnahum'a doğru yol aldılar. Karanlık basmış, İsa henüz yanlarına gelmemişti."
Yu.6: 18,Güçlü bir rüzgar estiğinden göl kabarmaya başladı.
Yu.6: 19,"Öğrenciler üç mil kadar kürek çektikten sonra, İsa'nın gölün üstünde yürüyerek tekneye yaklaştığını görünce korktular."
Yu.6: 20,"Ama İsa, ""Korkmayın, benim!"" dedi."
Yu.6: 21,Bunun üzerine O'nu tekneye almak istediler. O anda tekne gidecekleri kıyıya ulaştı.
Yu.6: 22,"Ertesi gün, gölün karşı yakasında kalan halk, önceden orada sadece bir tek tekne bulunduğunu, İsa'nın kendi öğrencileriyle birlikte bu tekneye binmediğini, öğrencilerinin yalnız gittiklerini anladı."
Yu.6: 23,Rab'bin şükretmesinden sonra halkın ekmek yediği yerin yakınına Taberiye'den başka tekneler geldi.
Yu.6: 24,"Halk, İsa'nın ve öğrencilerinin orada olmadığını görünce teknelere binerek Kefarnahum'a, İsa'yı aramaya gitti."
Yu.6: 25,"O'nu gölün karşı yakasında buldukları zaman, ""Rabbî , buraya ne zaman geldin?"" diye sordular. Yaşam Ekmeği"
Yu.6: 26,"İsa şöyle yanıt verdi: ""Size doğrusunu söyleyeyim, doğaüstü belirtiler gördüğünüz için değil, ekmeklerden yiyip doyduğunuz için beni arıyorsunuz."
Yu.6: 27,"Geçici yiyecek için değil, sonsuz yaşam boyunca kalıcı yiyecek için çalışın. Bunu size İnsanoğlu verecek. Çünkü Baba Tanrı O'na bu onayı vermiştir ."""
Yu.6: 28,"Onlar da şunu sordular: ""Tanrı'nın istediği işleri yapmak için ne yapmalıyız?"""
Yu.6: 29,"İsa, ""Tanrı'nın işi O'nun gönderdiği kişiye iman etmenizdir"" diye yanıt verdi."
Yu.6: 30,"Bunun üzerine, ""Görüp sana iman etmemiz için nasıl bir belirti gerçekleştireceksin? Ne yapacaksın?"" dediler."
Yu.6: 31,"""Atalarımız çölde man yediler. Yazılmış olduğu gibi, 'Yemeleri için onlara gökten ekmek verdi.'"""
Yu.6: 32,"İsa onlara dedi ki, ""Size doğrusunu söyleyeyim, gökten ekmeği size Musa vermedi, gökten size gerçek ekmeği Babam verir."
Yu.6: 33,"Çünkü Tanrı'nın ekmeği, gökten inen ve dünyaya yaşam verendir."""
Yu.6: 34,"Onlar da, ""Efendimiz, bizlere her zaman bu ekmeği ver!"" dediler."
Yu.6: 35,"İsa, ""Yaşam ekmeği Ben'im. Bana gelen asla acıkmaz, bana iman eden hiçbir zaman susamaz"" dedi."
Yu.6: 36,"""Ama ben size dedim ki, 'Beni gördünüz, yine de iman etmiyorsunuz.'"
Yu.6: 37,Baba'nın bana verdiklerinin hepsi bana gelecek ve bana geleni asla kovmam.
Yu.6: 38,"Çünkü kendi isteğimi değil, beni gönderenin isteğini yerine getirmek için gökten indim."
Yu.6: 39,"Beni gönderenin isteği, bana verdiklerinden hiçbirini yitirmemem, son gün hepsini diriltmemdir."
Yu.6: 40,"Çünkü Babam'ın isteği, Oğul'u gören ve O'na iman eden herkesin sonsuz yaşama kavuşmasıdır. Ben de böylelerini son günde dirilteceğim."""
Yu.6: 41,"""Gökten inmiş olan ekmek Ben'im"" dediği için Yahudiler O'na karşı söylenmeye başladılar."
Yu.6: 42,"""Yusuf oğlu İsa değil mi bu?"" diyorlardı. ""Annesini de, babasını da tanıyoruz. Şimdi nasıl oluyor da, 'Gökten indim' diyor?"""
Yu.6: 43,"İsa, ""Aranızda söylenmeyin"" dedi."
Yu.6: 44,"""Beni gönderen Baba bir kimseyi bana çekmedikçe, o kimse bana gelemez. Bana geleni de son günde dirilteceğim."
Yu.6: 45,"Peygamberlerin yazdığı gibi, 'Tanrı onların hepsine kendi yollarını öğretecektir.' Baba'yı işiten ve O'ndan öğrenen herkes bana gelir."
Yu.6: 46,"Bu, bir kimsenin Baba'yı gördüğü anlamına gelmez. Baba'yı sadece Tanrı'dan gelen görmüştür."
Yu.6: 47,"Size doğrusunu söyleyeyim, iman edenin sonsuz yaşamı vardır."
Yu.6: 48,Yaşam ekmeği Ben'im.
Yu.6: 49,"Atalarınız çölde man yediler, yine de öldüler."
Yu.6: 50,"Gökten inen öyle bir ekmek var ki, ondan yiyen ölmeyecek."
Yu.6: 51,"Gökten inmiş olan diri ekmek Ben'im. Bu ekmekten yiyen sonsuza dek yaşayacak. Dünyanın yaşamı uğruna vereceğim ekmek de benim bedenimdir."""
Yu.6: 52,"Bunun üzerine Yahudiler, ""Bu adam yememiz için bedenini bize nasıl verebilir?"" diyerek birbirleriyle çekişmeye başladılar."
Yu.6: 53,"İsa onlara şöyle dedi: ""Size doğrusunu söyleyeyim, İnsanoğlu'nun bedenini yiyip kanını içmedikçe, sizde yaşam olmaz."
Yu.6: 54,"Bedenimi yiyenin, kanımı içenin sonsuz yaşamı vardır ve ben onu son günde dirilteceğim."
Yu.6: 55,"Çünkü bedenim gerçek yiyecek, kanım gerçek içecektir."
Yu.6: 56,"Bedenimi yiyip kanımı içen bende yaşar, ben de onda."
Yu.6: 57,"Yaşayan Baba beni gönderdiği ve ben Baba'nın aracılığıyla yaşadığım gibi, bedenimi yiyen de benim aracılığımla yaşayacak."
Yu.6: 58,"İşte gökten inmiş olan ekmek budur. Atalarınızın yedikleri man gibi değildir. Atalarınız öldüler. Oysa bu ekmeği yiyen sonsuza dek yaşar."""
Yu.6: 59,İsa bu sözleri Kefarnahum'da havrada öğretirken söyledi. Birçok Kişi İsa'yı Terk Ediyor
Yu.6: 60,"Öğrencilerinin birçoğu bunu işitince, ""Bu söz çok çetin, kim kabul edebilir?"" dediler."
Yu.6: 61,"Öğrencilerinin buna karşı söylendiğini anlayan İsa, ""Bu sizi şaşırtıyor mu?"" dedi."
Yu.6: 62,"""Ya İnsanoğlu'nun önceden bulunduğu yere yükseldiğini görürseniz...?"
Yu.6: 63,"Yaşam veren Ruh'tur. Beden bir yarar sağlamaz. Sizlere söylediğim sözler ruhtur, yaşamdır."
Yu.6: 64,"Yine de aranızda iman etmeyenler var."" İsa iman etmeyenlerin ve kendisine ihanet edecek kişinin kim olduğunu baştan beri biliyordu."
Yu.6: 65,"""Sizlere, 'Baba'nın bana yöneltmediği hiç kimse bana gelemez' dememin nedeni budur"" dedi."
Yu.6: 66,"Bunun üzerine öğrencilerinin birçoğu geri döndüler, artık O'nunla dolaşmaz oldular."
Yu.6: 67,"İsa o zaman Onikiler'e , ""Siz de mi ayrılmak istiyorsunuz?"" diye sordu."
Yu.6: 68,"Simun Petrus şu yanıtı verdi: ""Rab, biz kime gidelim? Sonsuz yaşamın sözleri sendedir."
Yu.6: 69,"İman ediyor ve biliyoruz ki, sen Tanrı'nın Kutsalı'sın."""
Yu.6: 70,"İsa onlara şu karşılığı verdi: ""Siz Onikiler'i seçen ben değil miyim? Buna karşın içinizden biri iblistir."""
Yu.6: 71,Simun İskariot'un oğlu Yahuda'dan söz ediyordu. Çünkü Yahuda Onikiler'den biri olduğu halde İsa'ya ihanet edecekti.  BÖLÜM 7 İsa Yeruşalim'e Gidiyor
Yu.7: 1,Bundan sonra İsa Celile'de dolaşmaya başladı. Yahudi yetkililer O'nu öldürmeyi amaçladıkları için Yahudiye'de dolaşmak istemiyordu.
Yu.7: 2,Yahudiler'in Çardak Bayramı yaklaşmıştı.
Yu.7: 3,"Bu nedenle İsa'nın kardeşleri O'na, ""Buradan ayrıl, Yahudiye'ye git"" dediler, ""Öğrencilerin de yaptığın işleri görsünler."
Yu.7: 4,"Çünkü kendini açıkça tanıtmak isteyen bir kimse yaptıklarını gizlemez. Mademki bu şeyleri yapıyorsun, kendini dünyaya göster!"""
Yu.7: 5,Kardeşleri bile O'na iman etmiyorlardı.
Yu.7: 6,"İsa onlara, ""Benim zamanım daha gelmedi"" dedi, ""Oysa sizin için zaman hep uygundur."
Yu.7: 7,"Dünya sizden nefret edemez, ama benden nefret ediyor.  Çünkü yaptıklarının kötü olduğuna tanıklık ediyorum."
Yu.7: 8,"Siz bu bayramı kutlamaya gidin. Ben şimdilik gitmeyeceğim. Çünkü benim zamanım daha dolmadı."""
Yu.7: 9,İsa bu sözleri söyleyip Celile'de kaldı.
Yu.7: 10,"Ne var ki, kardeşleri bayramı kutlamaya gidince, kendisi de gitti. Ancak açıktan açığa değil, gizlice gitti."
Yu.7: 11,"Yahudi yetkililer O'nu bayram sırasında arıyor, ""O nerede?"" diye soruyorlardı."
Yu.7: 12,"Kalabalık arasında O'nunla ilgili bir sürü laf fısıldanıyordu. Bazıları, ""İyi adamdır"", bazıları da, ""Hayır, tam tersine, halkı saptırıyor"" diyorlardı."
Yu.7: 13,"Bununla birlikte yetkililerden korktukları için, hiç kimse O'ndan açıkça söz etmiyordu."
Yu.7: 14,Bayramın yarısı geçmişti. İsa tapınağa gidip öğretmeye başladı.
Yu.7: 15,"Yahudiler şaşırdılar. ""Bu adam hiç öğrenim görmediği halde, nasıl bu kadar bilgili olabilir ?"" dediler."
Yu.7: 16,"İsa onlara, ""Benim öğretim benim değil, beni gönderenindir"" diye karşılık verdi."
Yu.7: 17,"""Eğer bir kimse Tanrı'nın isteğini yerine getirmek istiyorsa, bu öğretinin Tanrı'dan mı olduğunu, yoksa kendiliğimden mi konuştuğumu bilecektir."
Yu.7: 18,"Kendiliğinden konuşan kendini yüceltmek ister, ama kendisini göndereni yüceltmek isteyen doğrudur ve O'nda haksızlık yoktur."
Yu.7: 19,"Musa size Kutsal Yasa'yı vermedi mi? Yine de hiçbiriniz Yasa'yı yerine getirmiyor. Neden beni öldürmek istiyorsunuz?"""
Yu.7: 20,"Kalabalık, ""Cin çarpmış seni!"" dedi. ""Seni öldürmek isteyen kim?"""
Yu.7: 21,"İsa, ""Ben bir mucize yaptım, hepiniz şaşkına döndünüz"" diye yanıt verdi."
Yu.7: 22,"""Musa size sünneti buyurduğu için aslında bu, Musa'dan değil, atalarınızdan kalmadır Şabat Günü birini sünnet edersiniz."
Yu.7: 23,"Musa'nın Yasası bozulmasın diye Şabat Günü biri sünnet ediliyor da, Şabat Günü bir adamı tamamen iyileştirdim diye bana neden kızıyorsunuz?"
Yu.7: 24,"Dış görünüşe göre yargılamayın, yargınız adil olsun."" İsa, Mesih Midir?"
Yu.7: 25,"Yeruşalimliler'in bazıları, ""Öldürmek istedikleri adam bu değil mi?"" diyorlardı."
Yu.7: 26,"""Bakın, açıkça konuşuyor, O'na bir şey demiyorlar. Yoksa önderler O'nun Mesih olduğunu gerçekten kabul ettiler mi?"
Yu.7: 27,"Ama biz bu adamın nereden geldiğini biliyoruz. Oysa Mesih geldiği zaman O'nun nereden geldiğini kimse bilmeyecek."""
Yu.7: 28,"O sırada tapınakta öğreten İsa yüksek sesle şöyle dedi: ""Hem beni tanıyorsunuz, hem de nereden olduğumu biliyorsunuz! Ben kendiliğimden gelmedim. Beni gönderen gerçektir. O'nu siz tanımıyorsunuz."
Yu.7: 29,"Ben O'nu tanırım. Çünkü ben O'ndanım, beni O gönderdi."""
Yu.7: 30,"Bunun üzerine O'nu yakalamak istediler, ama kimse O'na el sürmedi. Çünkü O'nun saati henüz gelmemişti."
Yu.7: 31,"Halktan birçok kişi ise O'na iman etti. ""Mesih gelince, bunun yaptıklarından daha mı çok mucize yapacak?"" diyorlardı."
Yu.7: 32,Ferisiler halkın İsa hakkında böyle fısıldaştığını duydular. Başkâhinler ve Ferisiler O'nu yakalamak için görevliler gönderdiler.
Yu.7: 33,"İsa, ""Kısa bir süre daha sizinleyim"" dedi, ""Sonra beni gönderene gideceğim."
Yu.7: 34,"Beni arayacaksınız ama bulamayacaksınız. Ve benim bulunduğum yere siz gelemezsiniz."""
Yu.7: 35,"Bunun üzerine Yahudiler birbirlerine, ""Bu adam nereye gidecek de biz O'nu bulamayacağız?"" dediler. ""Yoksa Grekler arasında dağılmış olanlara gidip Grekler'e mi öğretecek?"
Yu.7: 36,"'Beni arayacaksınız ama bulamayacaksınız. Ve benim bulunduğum yere siz gelemezsiniz' diyor. Ne demek istiyor?"""
Yu.7: 37,"Bayramın son ve en önemli günü İsa ayağa kalktı, yüksek sesle şöyle dedi: ""Bir kimse susamışsa bana gelsin, içsin."
Yu.7: 38,"Kutsal Yazı'da dendiği gibi, bana iman edenin 'içinden diri su ırmakları akacaktır.'"""
Yu.7: 39,"Bunu, kendisine iman edenlerin alacağı Ruh'la ilgili olarak söylüyordu. Ruh henüz verilmemişti. Çünkü İsa henüz yüceltilmemişti."
Yu.7: 40,"Halktan bazıları bu sözleri işitince, ""Gerçekten beklediğimiz peygamber budur"" dediler."
Yu.7: 41,"Bazıları da, ""Bu Mesih'tir"" diyorlardı. Başkaları ise, ""Olamaz! Mesih Celile'den mi gelecek?"" dediler."
Yu.7: 42,"""Kutsal Yazı'da, 'Mesih, Davut'un soyundan, Davut'un yaşadığı Beytlehem Kenti'nden gelecek' denmemiş midir?"""
Yu.7: 43,Böylece İsa'dan dolayı halk arasında ayrılık doğdu.
Yu.7: 44,"Bazıları O'nu yakalamak istedilerse de, kimse O'na el sürmedi. Yahudi Önderlerin İmansızlığı"
Yu.7: 45,"Görevliler geri dönünce, başkâhinlerle Ferisiler, ""Niçin O'nu getirmediniz?"" diye sordular."
Yu.7: 46,"Görevliler, ""Hiç kimse hiçbir zaman bu adamın konuştuğu gibi konuşmamıştır"" karşılığını verdiler."
Yu.7: 47,"Ferisiler, ""Yoksa siz de mi aldandınız?"" dediler."
Yu.7: 48,"""Önderlerden ya da Ferisiler'den O'na iman eden oldu mu hiç?"
Yu.7: 49,"Kutsal Yasa'yı bilmeyen bu halk lanetlidir."""
Yu.7: 5051,"İçlerinden biri, daha önce İsa'ya gelen Nikodim, onlara şöyle dedi: ""Yasamıza göre, bir adamı dinlemeden, ne yaptığını öğrenmeden onu yargılamak doğru mu?"""
Yu.7: 52,"Ona, ""Yoksa sen de mi Celile'densin?"" diye karşılık verdiler. ""Araştır, bak, Celile'den peygamber çıkmaz."" Zinada Yakalanan Kadın"
Yu.7: 53,Bundan sonra herkes evine gitti.  BÖLÜM 8
Yu.8: 1,İsa ise Zeytin Dağı'na gitti.
Yu.8: 2,Ertesi sabah erkenden yine tapınağa döndü. Bütün halk O'nun yanına geliyordu. O da oturup onlara öğretmeye başladı.
Yu.8: 34,"Din bilginleri ve Ferisiler , zina ederken yakalanmış bir kadın getirdiler. Kadını orta yere çıkararak İsa'ya, ""Öğretmen, bu kadın tam zina ederken yakalandı"" dediler."
Yu.8: 5,"""Musa, Yasa'da bize böyle kadınların taşlanmasını buyurdu, sen ne dersin?"""
Yu.8: 6,"Bunları İsa'yı denemek amacıyla söylüyorlardı; O'nu suçlayabilmek için bir neden arıyorlardı. İsa eğilmiş, parmağıyla toprağa yazı yazıyordu."
Yu.8: 7,"Durmadan aynı soruyu sormaları üzerine doğruldu ve, ""İçinizde kim günahsızsa, ilk taşı o atsın!"" dedi."
Yu.8: 8,"Sonra yine eğildi, toprağa yazmaya başladı."
Yu.8: 9,"Bunu işittikleri zaman, başta yaşlılar olmak üzere, birer birer dışarı çıkıp İsa'yı yalnız bıraktılar. Kadın ise orta yerde duruyordu."
Yu.8: 10,"İsa doğrulup ona, ""Kadın, nerede onlar? Hiçbiri seni yargılamadı mı?"" diye sordu."
Yu.8: 11,"Kadın, ""Hiçbiri, Efendim"" dedi. İsa, ""Ben de seni yargılamıyorum"" dedi. ""Git, artık bundan sonra günah işleme!"" Geçerli Tanıklık"
Yu.8: 12,"İsa yine halka seslenip şöyle dedi: ""Ben dünyanın ışığıyım. Benim ardımdan gelen, asla karanlıkta yürümez, yaşam ışığına sahip olur."""
Yu.8: 13,"Ferisiler, ""Sen kendin için tanıklık ediyorsun, tanıklığın geçerli değil"" dediler."
Yu.8: 14,"İsa onlara şu karşılığı verdi: ""Kendim için tanıklık etsem bile tanıklığım geçerlidir. Çünkü nereden geldiğimi ve nereye gideceğimi biliyorum. Oysa siz nereden geldiğimi, nereye gideceğimi bilmiyorsunuz."
Yu.8: 15,Siz insan gözüyle yargılıyorsunuz. Ben kimseyi yargılamam.
Yu.8: 16,"Yargılasam bile benim yargım doğrudur. Çünkü ben yalnız değilim, ben ve beni gönderen Baba, birlikte yargılarız."
Yu.8: 17,"Yasanızda da, 'İki kişinin tanıklığı geçerlidir' diye yazılmıştır."
Yu.8: 18,"Kendim için tanıklık eden bir ben varım, bir de beni gönderen Baba benim için tanıklık ediyor."""
Yu.8: 19,"O zaman O'na, ""Baban nerede?"" diye sordular. İsa şu karşılığı verdi: ""Siz ne beni tanırsınız, ne de Babam'ı. Beni tanısaydınız, Babam'ı da tanırdınız."""
Yu.8: 20,"İsa bu sözleri tapınakta öğretirken, bağış toplanan yerde söyledi. Kimse O'nu yakalamadı. Çünkü saati henüz gelmemişti."
Yu.8: 21,"İsa yine onlara, ""Ben gidiyorum. Beni arayacaksınız ve günahınızın içinde öleceksiniz. Benim gideceğim yere siz gelemezsiniz"" dedi."
Yu.8: 22,"Yahudi yetkililer, ""Yoksa kendini mi öldürecek?"" dediler. ""Çünkü, 'Benim gideceğim yere siz gelemezsiniz' diyor."""
Yu.8: 23,"İsa onlara, ""Siz aşağıdansınız, ben yukarıdanım"" dedi. ""Siz bu dünyadansınız, ben bu dünyadan değilim."
Yu.8: 24,"İşte bu nedenle size, 'Günahlarınızın içinde öleceksiniz' dedim. Benim O olduğuma iman etmezseniz, günahlarınızın içinde öleceksiniz."""
Yu.8: 25,"O'na, ""Sen kimsin?"" diye sordular. İsa, ""Başlangıçtan beri size ne söyledimse, O'yum"" dedi."
Yu.8: 26,"""Sizinle ilgili söyleyecek ve sizleri yargılayacak çok şeyim var. Beni gönderen gerçektir. Ben O'ndan işittiklerimi dünyaya bildiriyorum."""
Yu.8: 27,İsa'nın kendilerine Baba'dan söz ettiğini anlamadılar.
Yu.8: 28,"Bu nedenle İsa şöyle dedi: ""İnsanoğlu'nu yukarı kaldırdığınız zaman benim O olduğumu, kendiliğimden hiçbir şey yapmadığımı, ama tıpkı Baba'nın bana öğrettiği gibi konuştuğumu anlayacaksınız."
Yu.8: 29,"Beni gönderen benimledir, O beni yalnız bırakmadı. Çünkü ben her zaman O'nu hoşnut edeni yaparım."""
Yu.8: 30,"Bu sözler üzerine birçokları O'na iman etti. İbrahim'in Çocukları, İblis'in Çocukları"
Yu.8: 33,"""Biz İbrahim'in soyundanız"" diye karşılık verdiler, ""Hiçbir zaman kimseye kölelik etmedik. Nasıl oluyor da sen, 'Özgür olacaksınız' diyorsun?"""
Yu.8: 34,"İsa, ""Size doğrusunu söyleyeyim, günah işleyen herkes günahın kölesidir"" dedi."
Yu.8: 35,"""Köle ev halkının sürekli bir üyesi değildir, ama oğul sürekli üyesidir."
Yu.8: 36,"Bunun için, Oğul sizi özgür kılarsa, gerçekten özgür olursunuz."
Yu.8: 37,İbrahim'in soyundan olduğunuzu biliyorum. Yine de beni öldürmek istiyorsunuz. Çünkü yüreğinizde sözüme yer vermiyorsunuz.
Yu.8: 38,"Ben Babam'ın yanında gördüklerimi söylüyorum, siz de babanızdan işittiklerinizi yapıyorsunuz."""
Yu.8: 39,"""Bizim babamız İbrahim'dir"" diye karşılık verdiler. İsa, ""İbrahim'in çocukları olsaydınız, İbrahim'in yaptıklarını yapardınız"" dedi."
Yu.8: 40,"""Ama şimdi beni Tanrı'dan işittiği gerçeği sizlere bildireni öldürmek istiyorsunuz. İbrahim bunu yapmadı."
Yu.8: 41,"Siz babanızın yaptıklarını yapıyorsunuz."" ""Biz zinadan doğmadık. Bir tek Babamız var, o da Tanrı'dır"" dediler."
Yu.8: 42,"İsa, ""Tanrı Babanız olsaydı, beni severdiniz"" dedi. ""Çünkü ben Tanrı'dan çıkıp geldim. Kendiliğimden gelmedim, beni O gönderdi."
Yu.8: 43,Söylediklerimi neden anlamıyorsunuz? Benim sözümü dinlemeye dayanamıyorsunuz da ondan.
